text,label
"Dr. Elzohairy is an amazing professor. He gives very good lectures and makes sure that the content is easy to understand. As long as you show up to class and do the homework on time, you will do fine in any class you take with him. He responds reasonable fast to emails and welcomes visits during office hours. I highly recommend taking his courses.",1
"This semester I did not know what my grade was at all. It was hard to even guess what it would be because we get graded on multiple things. I emailed her a few times and never got a response, but in class Suter is super sweet and funny.",1
"Average professor. If you are a shy student who doesn't like to talk in class, then expect a lower grade. Not an easy A class. She assigns you to a random group for a project, so if you get lazy students on your team, then your grade might suffer a drop because you might have to carry them. She makes you download the Lockdown browser for exams.",0
Adult Health III was pretty difficult for me to follow since it is just the bits and pieces of things not covered in Ad Health II. The lectures were not very well organized with info missing from the powerpoint! I would find myself scrambling to scribble down notes just to realize that the material is not on the exam. Dr. Valdes is super sweet tho!,1
Great teacher,1
"My favorite Math teacher!! He cares, he understands, he is very helpful. I had him for Calc 2 and 3 and I would not take a single thing away from that class. He explains everything very well and gives very good partial credit (please write something!). Get this teacher he is amazing and class is fun! On Halloween, he came as a dinosaur",1
"Prof. Lasnier did a great job with POLI 329. Super clear, well-structured lectures accompanied by interesting (though a lot of) readings. Grades based on 2 short reading reflections, 1 longer essay (8 pages), and a final. Grading seemed tough-ish, especially for the essay & reflections. But if you put the work in, an A is by no means out of reach.",1
"I'm not asking for a gold star, but I am asking for my professor to acknowledge my hard work; apparently, that's too much. I wish I had the boldness to half-do my job and then complain when my job security is dwindling. Nothing makes me feel less seen as a student than a professor who can't be bothered to actually grade the work that they assign.",0
Dr Murphy is a very kind and knowledgeable professor. The class was incredibly interesting even though his lectures are boring sometimes. Sometimes he engages the class well and other times we sit in silence while he talks for an hour. He is also a difficult grader and sometimes unclear. I would take him again because class was easy and interesting,1
"Professor Sosner was one of the most difficult English teachers I've ever had. He was a very harsh grader and don't expect to get an A in the class unless English is one of your strongest subjects. 4 essays will be assigned immediately after every essay. Also, a midterm and a final with 50 multiple choice questions and 2 short essay prompts. ",0
Prof. Zapin is great. She is super compelling. Its alot of difficult reading but she makes its fun and easy to understand. You will be challenged but you can tell she really cares about her students. Take her.,1
"Dedicated professor links lessons to real life, wants his students to succeed. Take his class for caring instruction backed by life experience. Not for those seeking quick, PowerPoint-driven overflow learning. Dont be afraid to ask for help before the last minute. He is the ideal college professor. TAKE HIS CLASS.",1
"Knezek was very helpful and always made her criteria and grading policies clear. She was also very understanding, even if you needed a bit of extra time to complete a paper and explained your situations to her, she would understand. Definitely would take this class again!",1
"If you care about your grade, I implore you not to take Professor Jackson. The class material and assignments were not clear and were very confusing. The material was not conveyed clearly. Unresponsive to e-mails. Students were not allowed to voice their contrasting views without being berated. Save yourself the emotional stress!",0
Professor really sucks. Students correct him every time. Even the solution answer for hwks are incorrect. Toughest grader ever. Avg is 34 for the class. I would never take with him again.,0
"I am historically bad at math and Mr. Griffin is one of the best instructors I've had. I made a C in the prerequisite course for this class, and made an A in this one. I took this class over the summer and went to his office hours regularly. Definitely recommend this professor!",1
"An amazing professor who truly cares about her students. She truly cared about everyone and made everyone feel good when they were in class. She definitely is knowledgeable on the subject and does her best on making the class fun. You definitely talk a lot so if your social or introverted definitely take this class, it's a very social environment.",1
very lecture heavy,0
"Adam Behensky is an AMAZING professor. He's super sweet and understandable. For the practicals, he doesn't time you so you can take your time with the models. He gives hella xtra credit and brought us donuts on the last day. Lab is gonna be hard regardless but he makes it simple and fun. He's also loves sharing stories. Would highly recommend!",1
NICE,1
"Literally the worst do not take this mans class, he does not care about his students succeeding at all and spends more time trying to bust kids for cheating than making sure they understand the material. His practice tests are no help and his lectures will only help you learn half the material the rest is up to google",0
"I wanted to enjoy this class, but Regina really feels more like an editor than a teacher at times with how she treats the students. Most of the actual learning came from hands-on experience in the field, not the laborious two-hour-long lectures where half the class looks like they could fall asleep at any moment. Not that bad, but not good either.",0
"He makes a long class feel so quick. He is always engaged, and gets to know all his students. He makes himself available to you. He is sooo helpful and always gives you feedback. My best teacher I have at the school.",1
"extra credit quizzes after every hw assignment, tests online ldb/ webcam with formula sheet (double sided and can be typed) only graded by 3 exams, 12 hw assignments and 12 bonus quizzes. most of the quizzes are similar to the test questions so go to class!",1
"Professor Hew is fantastic! I learned so much in this class. yes it is a upper level class, you have to apply yourself. She is very helpful, and her Slides are very helpful. Listen to lecture recording to study, and take notes. Matt was also amazing. ",1
"Professor Rusich is the best! Your grade in the class consists of 4 exams that are open note, as well as attendance. He allows you to miss 3 class sessions, no questions asked. The lectures were very engaging and the answers for the exams come straight from the notes. As long as you follow each lecture and come to class, you are guaranteed an A.",1
"Professor Golden is an amazing professor who makes the material interesting to learn. Just fill out the question pools each lecture and do your homework! Amazing class, would recommend it to anyone taking OSCM 3001.",1
"Very flexible with late work! She has your best interest in mind. Lectures are informational and easy to follow! Light workload but make sure to actually read, dont wing it on quizzes",1
"If you are here to study in CS, then he is the man! One of the best teacher you can find in SUU, class is hard, but he care about his student, he is willing to do everything that can help you, just go talk with him! But this is the last semester he is in SUU, i'm lucky to take the last CS course with him, wish him luck.",1
"MAT1190 This professor is a very good math teacher! She is caring, great at explaining, and actually gives you one on one help during class. Yes there is homework but just do it, it will help you do well on the exams. The exam review sheets are spot on. If you don't pass this class its honestly your own fault. You have struck gold if you have her. ",1
"Professor Vogel is a really fun, non-traditional professor who relies on teaching through discussion, so make sure to speak up. She makes it extremely easy to do so, though, you just have to state your own opinion and talk about ethics. She really wants her students to take something away from her class, so she is not strict at all. Amazing!",1
"Super sweet guy, but I would not take the class if it's online. The work did not translate well and I was drowning in papers the whole time. As for grading, he takes off a lot of points for things he doesn't specify in class.",0
Super laid back guy. Very inclusive. Always does his best to create a safe environment. Exams and hw load are very reasonable. Would recommend. ,1
"Disagree with the comments below - sure the guy was pretty laidback, but the course was quite easy and the slides and assignments were good for understanding the material. There are literally millions of online resources for databases as well, so it's very easy to learn material if you didn't get it in class. Feedback from prof and TAs was decent.",1
"I'm a straight A (2Bs in math ) student 3.89 GPA and this is by far the WORSE instructor ever. I'm not sure why ATC keeps taking our money for nasty, disrespectful instructors like this person. I had no other choice but to take this LAME class with him. I have heard nothing my horrible reviews, well I got to see for myself. TWO semesters-graduated",0
"This professor has a nice personality but she thinks everyone has a Ph.D. Get ready for the pop quizzes, get ready to read the book, yes you have to read the book in order to understand the material. She is all over, so powerpoints don't really help. She is disorganized. I wouldn't recommend her at all. ",0
Tough material but Justin is good at breaking down complex concepts so they are easier to understand. He holds review sessions and has really detailed powerpoints. Grade is based on tests. Overall good class.,1
"Amazing teacher , I took this class twice online with a different teacher and failed miserably .So I decided to take it again in person and passed it easily , the tests are super easy and his lectures are very easy to understand. You can tell he is very passionate about his job and I value a professor  who is understanding and easy to follow ",1
"Extremely caring and passionate about students learning the material. She does do reverse classroom, so 15-20 minutes before class but they're actually super helpful and teach almost all the material. The tests looks like the homework and the homework isn't too hard. One of the best professors you can find at Lincoln",1
"There is a ton of homework, like made me sick to my stomach to think about. He takes longer than I would like to respond to emails, which is frustrating considering this is an online course and without prompt response you stay stuck until you get help. He is very generous in grading, and if you complete the homework it balances out low test scores.",1
Easy A. Can be pretty boring because we only watch videos the whole time but we don't even stay for the whole class so it's not too bad. Attendance is important so show up each class and you'll pass. We only did a handful of assignments and they were easy. ,1
"Don't know how to speak and teach (he always tries to fail maximum students) and he don't want to give marks to students honestly. Gives fake information in first lecture, don't bother to take course at any cost might give you worst grade of all time.",0
"Dinc is really friendly but be prepared to participate in class. She likes a discussion based class rather than her just lecturing. The class has four group projects, midterm, final, and some quizzes but they are all really simple. She did make me and my partner redo our whole project the night before it was due though. Overall, she is okay.",1
"Very kind person, cares about your success, will spend as much time as you need to reteach topics to you personally and help with any questions, always accessible, explains things in a way everyone can understand",1
"David Soave is a great professor and did an excellent job explaining Statistics/Inference to the class with his notes. I highly recommend taking his course, as he includes lots of classroom participation/examples in each of his lectures.",1
Fantastic at engaging students and not just lecturing. Very personable and caters the content to the class.,1
He is a very good digital media professor who is very helpful! He is a nice professor and he will help you if you're struggling with something. He's really good at introducing and explaining Adobe Photoshop and Premiere to beginners as well as introducing HTML and CSS. The assignments were pretty fun to do and you get to learn many things!,1
"I took Professor's Kim's class a few semesters ago. She's very kind and she welcomes any questions and even some questions that may seem ""dumb"" to ask. But, she's always so caring and she's so knowledgeable. you won't regret taking her",1
"LOVED her, literally one of the best i've had at gwu. she makes concepts super clear and ensures that the class gets it. exams are super easy: open note & asynchronous. and you don't rly have to read the textbook book bc her lectures are so thorough and consistent with what's on the exams. take her if u can!",1
"Very caring professor, you can talk to her about anything, not just school related. No exams, just worksheets for the online semester which became tedious towards the end as it was hard not have similar answers to other people in the class, since we would talk about the answers during class. Overall loved her positivity and help!",1
"Great professor! Very laid-back. Releases multiple tests at a time so you can work at your own pace. Allows more than one attempt on tests. No homework, just reading assignments. Have taken him for 3 classes so far and would definitely take him again! His Michigan history class was very interesting!",1
"class is very easy especially if you pay attention to what i thought were pretty solid lectures. do the weekly quizzes put some effort into the essay questions and he will give full points every time, im a pretty bad student and finished with a perfect grade, i would highly recommend to anyone deciding between tyson and another prof.",1
Explains the course material in depth every class and helps students when they have questions or do not understand certain topics. Gives students the opportunity to test their knowledge of the material every class with practice problems/worksheets.,1
Levent Inci is a great professor. This was my first term in University so I didn't understand how much studying was needed plus I had 4 other classes as well (hence the grade). Levent described topics well and was always available for questions and frequently stayed after class to help anyone with the homework. He is encouraging and caring.,1
Emailed her thinking she won't even remember me but she wrote the sweetest email back with details she remembered when I took the course in the fall and agreed to write me the best rec letter I've gotten from a faculty member that got me a scholarship. She's such a badass and I look up to her so much.,1
"The experience in this class was tiring to say the least. Due to circumstances, the majority of teaching was online with supposed mandatory attendance, but learning in class or by reading the textbook was not very helpful. Frequently the professor would complain that students werent trying hard enough as he would grade quite harshly. Not pleasant.",0
"Lectures are bland with a few engaging topic points. Explains things thoroughly. Responds to em fairly quickly. Book not mandatory, necessary to get an A. E-Book inside Launch Pad will do the trick & saves money. Case Studies were in group (yuck!), but he did make reasonable concessions. Would retake IF case studies switch to be taken individually.",1
"Took for Microeconomics. Very good professor, easygoing. Not a ton of work, but learned a lot. Lets you make a cheat sheet for tests, and tests are fair. Would definitely take again!",1
"Great class! PARTICPATION MATTERS! very knowledgeable, fair grader, and very caring. Loved the music videos used in class.",1
"Extremely unprofessional. Believes all students are going against academic integrity, and has made uncomfortable comments regarding international students, let alone her hatred towards white individuals has me dumbfounded. All she shows is hostility and malice. It has only been a month in her class and it has been the worst experience yet.",0
"Dr. Collins is one of the best professors I have ever had. He is so knowledgeable and very passionate about art history. He explicitly states what we need to know for each exam, and his lectures are very interesting/entertaining. If you pay attention and take notes, there is no reason you should do poorly. He is very flexible with attendance.",1
"60% of the grade comes from 3 core assignments and gives assignment and discussion topics every week, and she mostly gives A for them but grades a bit harder on the core assignments",1
Laura was amazing for Calculus II. She kept all the class material organized and easily accessible for students on Brightspace. There are small weekly quizzes that I found very helpful for retaining information and going back to them when studying for tests. There are many grades dropped in this course. I would highly recommend taking her class!,1
"Great experience in Ms. Crevar's class. She pares down busy work and makes larger projects very manageable. She is extremely organized and communicates expectations very clearly. Some projects seem kind of pointless but that's just the general course structure, outside of her control. Would recommend!",1
"Prof. Steven Berman provides a clear lecture notes and fills the students mind with specific information; it is assured that he trains you to confront new situations, absorb and analyze new information, and be able to apply it in exams. The exams are given in two separate sessions which largely reduce the burden of students. He is awesome!",1
"Professor Berg is a really nice person. He helps you in everything. The essays are 1 page or 2, except for the crime story you have to do but if you listen to him and work work hard on it you'll be fine. He gives extra credit so you can get a better grade. The lectures are easy because the books and stories he gives are interesting and fun.",1
"Anthony Cordio is a great professor at LAGCC. Passionate for the subject, teaching, and learning. Prepared about the material, Informed, being able to convey both new and old materials and methods. Very confident in; what you do in class. Once again Thank You very much for everything and hope to see you again in our next class.
",1
Straight to the point and very nice,1
Not very nice. Really saucy towards students,0
Really great professor for genetics lab. She makes sure to inform her students about any background knowledge you might need before the lab and she is very lenient when it comes to the grading of the actual labs. They are more participation based than anything else.,1
"I agree with what everyone has said so far. He is a very tough grader and I have all As in my other classes (not saying Bs are bad, theyre great but its so hard to get a good grade). I agree that his comments are belittling and I got the ? As a response to my work too... not helpful, very rude.",0
"The class and content itself was good. However, Tanner went on rants many times in class about how the students generation was the worst and how we were going to go nowhere in life because of our lack of motivation and social skills. It was totally unnecessary to degrade students like that. No idea why he felt the need to do this weekly.",0
"Best teacher I have ever had at UW Madison. Very fair and straightforward with expectations. Made a very difficult class manageable. I would chose Wickens (and power lec) 100 times over. He is very helpful and responsive to questions. No notecard on exams, lec recorded but I would recommend going in person. ",1
I don't typically write reviews. I wanted to write this one to warn other students. This professor was terrible. Her name is on the class but it is loosely run by her TA's and she attend only a few times. Other professors teach the course and she moved our final exam up less than a week before finals causing some to take a zero. Avoid this class!!,0
The best professor Ive ever had hands down. Professor Al-Souki is such a personable guy; its almost like hes not even a professor! Would highly recommend taking any of his classes!,1
"Dr. Weiler is a great professor and such a highly respected professional. Her lectures are full of great info, she brings in relevant guest speakers, and is easily accessible outside of class. The reading quizzes can be tough, but as long as you pay attention, you'll do well in this class. She is clearly SO passionate about her work!",1
Wouldn't recommend this professor at all.,0
"Bad professor, wouldn't show you any of the grades except for the midterm. She is not clear in grading, as well as her BlackBoard has almost nothing except for the syllabus which she uploaded in week 4, not even the final exam date. Lectures only cover 20% of what would be on the test, she doesn't give you clear instruction on the exams either",0
"This professor is nice and tries to help you, but she is a very tough grader and makes learning calculations much harder than it needs to be. She will put things on her exams that she barely went over in class and you are just expected to know it. I felt like I had a good grasp on this material until I took her. Take a different person if you can",0
Seriously an awesome guy. Handled difficult topics really well and was a great discussion leader. Very flexible with deadlines. A great freshman sem and probably one of the best race courses you could take. Allows 4 excused absences. Super interesting lectures and was great at bringing new ideas and thoughts to the table and challenging our views.,1
"The readings were ridiculously long and there were a few big papers and a group presentation, but overall she was very nice and I learned a lot from a great teacher.",1
"The other review was just salty he got a bad grade. Gersh makes you work hard, this will be one of the hardest classes you take bc it'ss like a full time job. It will also be the most rewarding class you will ever take. Grades are given based on peer reviews and how you moved the venture forward. HESE is an amazing opportunity, don't pass by it.",1
"Professor Hamid was an amazing professor. The class criteria are just hard to do online. I would take him again but in person. And to save you some time, his test answers are on Quizlet. I did not cheat! He said it was an open note test and to use whatever resources we had at our disposal.",1
"Comp+Ben:Gene studied finance and works in benefits so he brings current industry knowledge. The lectures can be kind of boring, they're straight from the book but he does add his own info. Test 1 was tough but he curved to make the test average a B+. I took this S20 so we got cut short by COVID-19. He wants class to pass so just give a lil effort!",1
Ive had him for chem lab 1 and chem lecture 2. I definitely learned more in his lab than in the corresponding lecture. He explains it in easier terms and with more interesting stories than other chem professors here.,1
run. if you have the chance. I'm not someone who fails exams. I've failed 2 with studying for week just to be told TO TRY HARDER AND JUST DO BETTER He doesn't explain anything and if it's something that involves equations you have to figure it out on your own. (I have NEVER gotten a C in a course before),0
"Barely passed. Actual % was in the 40s--unprepared for Orgo 2. He only failed 12% of the class, so if that entices u, go for it. This class was so taxing on my mental health & classmates weren't a good resource bc you're directly competing w/ them to pass (""May the best student win""). He was nice but his attitude toward learning was backwards imo",0
"Reasonable grader/ very sweet and understanding woman/ class takes 6 quizzes but she only takes the grades from our highest 5/ two part midterm, open notebook and textbook/ final grade is a paper on any topic we want and relating it to class plus a final presentation and cumulative exam. GET THE TEXTBOOK!",1
"Such a great guy, super easy to get along with. His classes are always so interesting and evaluations are always clear and relatively easy if you apply yourself.",1
"She is supportive and encouraging. Her literature class has been an invaluable asset in my analytical development, and I feel grateful to have had her as a guide in my academic journey.",1
"This class has a lot of homework by virtue of Digital Art simply being a very time-consuming task. The class is only two exercises and three projects, but they will eat up your weekends if you want them to turn out well. Backlund's lectures are very dense, but she is very willing to help you out if you need help or advice during lab time.",1
Great professor that has SO much patience! You can tell he cares about his students and is very good about modifying due dates/assignments to be fair for his students. Great class discussions and he can be pretty silly sometimes! Only thing I would say is that this course was almost TOO easy for me (just depends on how advanced you are with essays),1
Very enjoyable interactive class. Shes very reasonable and personable and I highly recommend.,1
"I just got done finishing this course. I have never been a person attracted to writing of any sort, but I can easily say I showed up every morning to the lectures excited and just happy to be there overall. Professor Wilson has been the best professor I have had since I started college and I am going to really miss being his student.",1
"Cool guy, easy going",1
Good luck If you're taking this class she is not a horrible person but horrible teacher and assigns so much work. I could have gotten an A I guess but she assigned so much work I couldn't keep up with it since I had other classes to deal with. Literally never had a class besides hers that made me feel so defeated at times.,0
"I took her online FYES class this summer and it was very fair. There were a lot of assignments to complete, however she gave full credit for late work and was super helpful if you asked for help! She wants her students to do well so she is fair with her grading and her work, if you do the assignments that are given and do them well, you'll be good",1
"I personally hated this class, but not at all because of Shengnan. Shes super caring and wants her students to do well. Her lectures can be hard to follow and hard to stay interested in, that being said she is probably the only reason I passed the class. She was extremely helpful when my grade got low. Great teacher to have for an awful class.",1
Ariel is one of the best UTeach teachers. So caring and welcoming!,1
"Many opportunities to raise your grade, not that you need it though. Weekly quizzes are based on posted lecture slides and exam questions are identical to quizzes. Caring and friendly professor",1
"Barely answers email. Unclear, unhelpful feedback; less guidance & more ""this is exactly what she'd do with the topic so do this."" Some feedback comments I received on my research paper draft were just rude, unconstructive. Taking writ111 with her made me question whether I can or should write, something I've loved to do with proficiency for years.",0
"This is the worst class of all. The workload is unbearable and offers very little practical value. You will not learn any design techniques such as typography. Instead of that, you spend your time evaluating outdated papers and questions like ""what is creativity?"". If you take this class, you will end up doing lots of work for very little gain.",0
"The tests that were given had no relation to in class lectures and she was a very harsh grader. Refused to provide study guide that she said would be provided, she said there wasn't enough time to make it. Would not recommend taking at all.",0
Ms. Goodner provides a comfortable and professional learning environment. The class as a whole was very educational and overall gave me a profound interest in the English department. Would recommend her as a professor.,1
"Prof. Uphaus is a horrible communicator and is unwilling to admit any opinions into discussions that he disagrees with. He also gets annoyed when asked for clarification, and gets sarcastic and rude when asked to be more specific. I feel like I could have learned more just by reading on my own and not attending lecture. Avoid this prof.",0
Professor Anubha is great. She knows her material and is always available for help. She gives clear instructions for everything so long as you come to class and pay attention you will do great in class. Do not be intimidated if you feel like she's going fast she will slow down if needed. She will stop to answer questions and cover material clearly,1
"I took AP in summer 1, and I got a B. If you do the work-study, ask him questions he is willing to help you. there is alot of homework make sure you are on top of it. theres 4 exams and 2 lab exams, everything was worth 10 percent",1
"Overall cool guy. There are four 1k-word essays but they're entirely your opinion and very easy to do. I didn't like the textbook but it wasn't a major issue or Prof. White's fault. He is quick to point out AI if he thinks you use AI (uses his ""professional opinion"" and not an AI checker) but it was never an issue for me personally.",1
 ,0
She is a cool professor who really cares about the subject she teaches. She will always give you what you need if there is no class.,1
Amazing Professor!,1
"Had to read the textbook to understand concepts she didn't explain well. Lectures SO BORING, supposedly mandatory, but I left after submitting the daily questionnaire because they didn't benefit me. Annoying that you can't see wrong exam answers without a zoom w her. Taught myself the whole time, but enjoyed the content! Very neuroscience-y!",0
"First science course in college & it really stood out to me & fueled my love for the field, he is very knowledgeable & will clearly answer any questions asked, 2 lab practicals, and 5 exams including the final. Labs were fun & the reports were fairly easy if you understood the lab. Do not expect to pass if you dont study outside of the course.",1
Lots of quizzes and hw. Tough grader. Lectures do not spark the interest of the students.,0
"Easily one of my favorite professors! He gives clear expectations for the class and while he is lecture-heavy, they're incredibly enjoyable. You'll learn a lot but in the best way possible. Totally wish I could take this class again! Just pay attention in his lectures and it's an easy A!",1
"Awesome. This was the most interesting course I've taken so far. Its easy to get a good mark if you keep up with lectures and participation. Theres no textbook so the tests are based on the lectures only, and the prof posts the lecture recordings so you dont even have to go to class as long as you watch the video and submit the weekly participation",1
he was a good prefessor not bad at all just sometimes the lectures could get boring but thats history for you. tests are upfront and grants a cheat sheet which is awsome. not too much homework a few concept definitions that make up the most of your grade but theyre not hard at all.,1
"The class was difficult. No lecture resources online, sparse practice problems, and unfair regrade policy (I never requested one, you risk getting your grade LOWERED). He is a kind person, but terse over class announcements. My advice: do his homework + practice tests, and use cheat sheets for specific examples/anomalies he brought up in class. ",0
Professor Arnold was one of the best professors I have had so far. If you are given the chance definitely take his lectures. Everything is very straight forward. It is a lot of time/effort but if you put in the work you will do well. Professor Arnold gave you everything you need to do well in his class!,1
"I love Dr. Bennett! She's so smart and passionate about what she does. She wants to see people succeed. She assigns a good amount of work, but if you pay attention and put the effort in, it's easy. Extra credit is available. She's just awesome. Group work is also big in her class. I want to take all of her classes",1
"Professor Carter comes off at first with a harsh personality. After understanding this, he really does want his students to succeed. He was very easy to get ahold of and responded within 30 minutes most of the time. There was homework after almost every class that was kind of hard but he allows you to ask questions. Stay on top of your work!",1
One of the best. Believes in his student and in the importance of the industry. Left every lecture inspired and excited. Not a difficult class at all but you will learn a lot! Changed my major because of this amazing course.,1
one of my favorite professors. Really cares about his students and wants everyone to succeed. Classwork and homework is minimal and easy. All you have to do is show up to class and you will easily pass.,1
"This semester was fully online. We used WebAssign for homeworks, which worked well in my opinion. There were many problems in each hw but that only helped for the exams. Kyle is a good lecturer and a really nice person. I wish I could have been in his lectures in person. Kyle, congrats on working towards your Master's and best of luck! - CB",1
"COMM100 with Professor Hunt has been one of my favorite online classes. He is super understanding as long as you communicate with him. I had an easy time understanding the material that he went over and was able to follow lectures along well. Does take some time to grade assignments, but there was only a three papers and two exams.",1
Pretty tough class. She is very smart but has a hard time teaching online. She won't answer questions or stop the lecture for anything. The quizzes and exams are always more difficult than the homework ,0
"Never had to write a full lab report! Her minilectures were very helpful and easy to follow along to. Labs were usually completed within the same period, but she is quite a tough grader. Is more than willing to answer any questions you have and guide you through any problems.",1
"This class was an easy A. As long as you read the material and you turn in all the assignments on time, you should receive an A easily.",1
"Amazing professor. He has a way of making everything so understandable. Requires you to read a novel, but the novel is really interesting and an easy read. Gives study guides that as long as you complete them and use them to study, you'll do well on the exams.",1
Not a great teacher at all. Provides feedback on assignments that are completely contradicting to anything she is saying. Super all over the place as well. Hard to keep up with assignments because of constantly changing due dates. She also has a really weird grading system. ,0
"Let me just say that 0/10 would recommend Melissa as a professor. She's extremely scatterbrained, often goes off topic, and reads directly off of the powerpoints. She continues with information and doesn't explain things even if no one understands and only 17% get the clickers right. Also, our last exam class average was a 61%. DON'T TAKE HER!!!!!!",0
"Fantastic professor,",1
Very manageable course work. Gives you time and provides feedback which helps if you're a nervous writer. Gets off topic but can tie stuff together. Really personable.,1
Taking his online class for 102 and he expects you to watch his lecture videos and then taking a quiz which is understandable but he makes you take a picture of your notes and turn it in for credit. Just a lot of busy work for an online class since you have to write down the notes and draw all the graphs if you want the points.,0
"-Does not allow access to view pass quiz scores. The point is to learn from what you get wrong in the quizzes, by not allowing us students to review what we got wrong, is leaving us in the dark on how to improve in said subjects, as well as for future quizzes. Disappointing.",0
"Professor Gaier's class was miserable for me. She was SO boring, hated when you didn't participate, and gives so much work. Test's and quizzes weren't horrible but i didn't always do well because her way of teaching was hard for me to retain information. I did not enjoy her class and do not recommend taking her classes.",0
"I agree with everything everyone says but what I liked the most was his humbleness. An amazing player and teacher, he never made you feel little. not a cocky dude, strict but fair but down to earth. He really did bring the best out of me as well! ",1
"Not sure why she teaches INOV 1010 with the other teacher, but she does not add value or give instructions that are anymore clear than the other teacher's in the class. I think the INOV 1010 class is waste of valuable time for college students because you do not learn anything new or helpful even.",0
"Thank god I got him for my WRIT 150 class because everyone else had super harsh graders. Super sweet and helpful, I hate writing in general and I suck at writing papers but he definitely helped me improve, would definitely recommend",1
Dr. Scully truly cares about what he is teaching and the students he is teaching. I definitely recommend taking his classes.,1
"Never had a worse professor. The guy doesn't answer his emails and neglects the fact that he's an instructor with students who want to pass or get A's. He cancelled class most of the semester, which caused lots of students to fall behind and he was never clear with what he wanted us to do.",0
Man knows his stuff,1
"Best teacher I ever had. Just do your assignments on time, easy A.",1
"If you have the opportunity to take one of her classes you definitely should! She was one of the best professors I've had a URI. She explains everything and has great experience in PR!! Taking this class online, she was SO organized so you never miss a due date.",1
Amazing professor! He's not really a tough grader as long as you do the work it should be an easy A.,1
"Burns is super in-depth and really knowledgeable. His layout is simple, 4 quizzes, one midterm, final, and two papers. If you study the study guides well, you'll end up with an A in the class easily. Also, he's a really nice guy.",1
Great Professor! Lots of work in and out of class. Gives you all the opportunities to succeed.  ,1
"he is a great professor and he understands his students, easy class",1
"Really nice person and awesome lecturer. I really enjoyed his class. All lectures, syllabus , etc are straightforward. He knows how to teach physics when you are not interested in science. Very good course and instructor for non-science majors.",1
He is overall a good professor but is not clear on some terms when he assigns you an assignment and tells you what to do. Its expected you know what to do. Hes a very confusing person to understand,0
DID NOT UNDERSTAND U ARE A HUMAN TOO. NONSTOP TALKING. HARD GRADER. LONGGGGG LECTURE AND SO BORING.,0
This professor makes CWUs aviation program seem a joke. Im paying for a structured part 141 aviation class however all my knowledge so far has been self taught. His classes are useless and students rarely gain any knowledge from showing up. This teacher needs to be taught to follow a structured teaching method.,0
"Up and left for multiple weeks with no explanation making the course disorganized and unclear, assignments needed more explanation (even TA was confused in both senses), extremely dry lectures. Made the one TA mark 6000+ words for each student at the end of the term (ouch). Did not enjoy this prof what so ever",0
"I took 3 class with him during my masters program. He is overwhelming with the reading. Most of the reading are pleasant and you learn a lot out of them. There are weekly discussions, and he wants them a certain way, if your not able to do them how he wants them he will take points. It's a lot of work.",0
"She is a lovely professor! Her class is very work-heavy (especially the exams), but the content itself isn't difficult. She gives plenty of time (minimum 5 days) to complete assignments and at the very start of the semester, gives you all the exact dates things will be both assigned and due. Through and through, she seems like a lovely person!",1
Sheehy is a very kind and sweet woman. Her lectures are straight forward and she pulls test questions directly from the powerpoints. Memorize the info on the slides and you will do well. She really tries to give students as many points as possible by reviewing debatable or confusing test questions. I really enjoyed taking this class with her.,1
I took Dr. T for 1A & 1B and I had every tool needed to succeed. She is caring and wants the very best for her students! Lab material is straight forward. Study the provided lecture notes and you will have no problem on the exams. She is extremely fair when it comes to exam material/grading. She is very approachable and has a passion for teaching!,1
It was easy at first but if you are not a regular walker it could get difficult because the walks are timed. Overall it was an okay class. ,1
Erik is one of the most approachable professors I've ever had. He is honest and funny with his students and genuinely values feedback. There's a lot of reading and he's not the easiest grader but his lectures are some of the most valuable classes I've ever attended. He makes sure that time spent in his classroom is worth it.,1
"He was a really great professor because he didn't care too much to get students to do homework, it was all about the learning and getting real life experience which I felt he did very well considering the pandemic. Lots of material/homework to be done but if I can do it, anyone can. Tests are pretty easy and there aren't too many of them",1
"Dr. G was not my cup of tea. His lectures were very boring and dry. Tests where hard and random reading quizzes that I forgot a week later. Attendance is MANDATORY, like really even after covid. Each week there was 1 reading quiz and 1 reading response. Very hard grader. I will not take him again. You've been warned kids. ",0
"Marcelo has helped us learn Spanish at an amazing rate. It's for sure a lot of homework every day, so get ahead at the beginning of the week if you can. Super fun guy and lots of opportunities for grades and corrections. If you do the homework and take good notes you can get an easy A. The grammar is overwhelming sometimes at such a fast pace.",1
"Weekly HWs that on average take >10 hours to complete. Only 2 exams, but the first exam average was 60%. The group project does not have a rubric, so students don't know what all Sri expects and I honestly don't think he even knows when he's grading the projects. When it came to R he would say If you dont know how to do something, google it",0
"Swears a lot, doesnt record lectures, zooms through content way too fast. He says read the textbook if you don't understand anything but the textbook is the exact same as his notes because he wrote the textbook. Only does a couple practice problems in class, nothing is posted.",0
Good teacher and cares about here students.,1
"Definitely would not recommend taking Dragan class if you are outside a CIS major. Im going to be honest I had no idea what was going on, the class is taught through powerpoint slides, which makes this course very tough because of how detailed the course material is. Dragan is a very nice lady don't get me wrong, but I would not recommend the class",0
